metID,mets,metNames,metFormulas,metCharges,metSEEDID,metKEGGID,metHMDBID,metChEBIID,metPubChemID,metSmiles,b,csense
cpdAGORA0736,pai17[c],"1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)",C37H71O8P,-2,cpd15677,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0737,palmACP[c],"Palmitoyl-ACP (n-C16:0ACP)",C27H51N2O8PRS,-1,cpd15277,C05764,HMDB0000216,CHEBI:18357,439260,,0,E
cpdAGORA0738,pan4p[c],"Pantetheine 4-phosphate",C11H21N2O7PS,-2,cpd00834,C01134,HMDB0001416,CHEBI:4222,987,,0,E
cpdAGORA0739,pant_R[c],"(R)-Pantoate",C6H11O4,-1,cpd00408,C00522,NaN,CHEBI:14737,439251,,0,E
cpdAGORA0740,pap[c],"adenosine 3,5-bismonophosphate(4-)",C10H11N5O10P2,-4,cpd00045,C00054,HMDB0000061,CHEBI:17985,159296,,0,E
cpdAGORA0741,pb[c],"Lead",Pb,2,cpd04097,C06696,HMDB0004628,CHEBI:46961,122121,,0,E
cpdAGORA0742,pb[e],"Lead",Pb,2,cpd04097,C06696,HMDB0004628,CHEBI:46961,122121,,0,E
cpdAGORA0743,pdx5p[c],"Pyridoxine 5-phosphate",C8H10NO6P,-2,cpd00478,C00627,HMDB0001319,CHEBI:28803,1055,,0,E
cpdAGORA0744,pe120[c],"phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58N1O8P1,0,cpd15528,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0745,pe140[c],"phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",C33H66N1O8P1,0,cpd15529,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0746,pe141[c],"phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)",C33H62N1O8P1,0,cpd15530,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0747,pe160[c],"phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",C37H74N1O8P1,0,cpd15531,NaN,NaN,NaN,65109,,0,E
cpdAGORA0748,pe161[c],"phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",C37H70N1O8P1,0,cpd15532,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0749,pe180[c],"phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",C41H82N1O8P1,0,cpd15533,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0750,pe181[c],"phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)",C41H78N1O8P1,0,cpd15534,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0751,peai15[c],"Phosphatidylethanolamine (12-methyl-tetradecanoyl, anteiso-C15)",C35H70NO8P,0,cpd15699,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0752,peai17[c],"Phosphatidylethanolamine (14-methyl-hexadecanoyl, anteiso-C17)",C39H78NO8P,0,cpd15696,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0753,pei14[c],"Phosphatidylethanolamine (12-methyl-tridecanoyl, iso-C14)",C33H66NO8P,0,cpd15697,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0754,pei15[c],"Phosphatidylethanolamine (13-methyl-tetradecanoyl, iso-C15)",C35H70NO8P,0,cpd15698,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0755,pei16[c],"Phosphatidylethanolamine (14-methyl-pentadecanoyl, iso-C16)",C37H74NO8P,0,cpd15700,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0756,pei17[c],"Phosphatidylethanolamine (15-methyl-hexadecanoyl, iso-C17)",C39H78NO8P,0,cpd15695,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0757,pendp[c],"all-trans-Pentaprenyl diphosphate",C25H41O7P2,-3,cpd02591,C04217,HMDB0012231,CHEBI:16818,5280659,,0,E
cpdAGORA0758,pep[c],"Phosphoenolpyruvate",C3H2O6P,-3,cpd00061,C00074,HMDB0000263,CHEBI:44897,1005,,0,E
cpdAGORA0759,peptmet_L[c],"Peptide-L-methionine",XC3H7S,0,cpd12237,C03023,NaN,CHEBI:16044,NaN,,0,E
cpdAGORA0760,peptmetox_L[c],"Peptide-L-methionine (R)-S-oxide",XC3H7OS,0,cpd14507,C15653,NaN,CHEBI:80004,NaN,,0,E
cpdAGORA0761,pg140[c],"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P1,-1,cpd15536,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0762,pg160[c],"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P1,-1,cpd15538,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0763,pg180[c],"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P1,-1,cpd15540,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0764,pgai15[c],"Phosphatidylglycerol (12-methyl-tetradecanoyl, anteiso-C15)",C36H70O10P,-1,cpd15726,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0765,pgai17[c],"Phosphatidylglycerol (14-methyl-hexadecanoyl, anteiso-C17)",C40H78O10P,-1,cpd15723,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0766,pgi14[c],"Phosphatidylglycerol (12-methyltridecanoyl, iso-C14)",C34H66O10P,-1,cpd15724,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0767,pgi15[c],"Phosphatidylglycerol (13-methyltetradecanoyl, iso-C15)",C36H70O10P,-1,cpd15725,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0768,pgi16[c],"Phosphatidylglycerol (14-methylpentadecanoyl, iso-C16)",C38H74O10P,-1,cpd15727,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0769,pgi17[c],"Phosphatidylglycerol (15-methyl-hexadecanoyl, iso-C17)",C40H78O10P,-1,cpd15722,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0770,pgp120[c],"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,-3,cpd15542,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0771,pgp140[c],"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,-3,cpd15543,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0772,pgp141[c],"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,-3,cpd15544,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0773,pgp160[c],"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,-3,cpd15545,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0774,pgp161[c],"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,-3,cpd15546,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0775,pgp180[c],"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,-3,cpd15547,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0776,pgp181[c],"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,-3,cpd15548,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0777,pgpai15[c],"Phosphatidylglycerophosphate (12-methyl-tetradecanoyl, anteiso-C15)",C36H69O13P2,-3,cpd15720,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0778,pgpai17[c],"Phosphatidylglycerophosphate (14-methyl-hexadecanoyl, anteiso-C17)",C40H77O13P2,-3,cpd15717,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0779,pgpi14[c],"Phosphatidylglycerophosphate (12-methyltridecanoyl, iso-C14)",C34H65O13P2,-3,cpd15718,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0780,pgpi15[c],"Phosphatidylglycerophosphate (13-methyltetradecanoyl, iso-C15)",C36H69O13P2,-3,cpd15719,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0781,pgpi16[c],"Phosphatidylglycerophosphate (14-methylpentadecanoyl, iso-C16)",C38H73O13P2,-3,cpd15721,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0782,pgpi17[c],"Phosphatidylglycerophosphate (15-methyl-hexadecanoyl, iso-C17)",C40H77O13P2,-3,cpd15716,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0783,phe_L[c],"L-phenylalanine",C9H11NO2,0,cpd01400,C00079,HMDB0000159,CHEBI:17295,6140,,0,E
cpdAGORA0784,phe_L[e],"L-phenylalanine",C9H11NO2,0,cpd01400,C00079,HMDB0000159,CHEBI:17295,6140,,0,E
cpdAGORA0785,pheme[c],"Protoheme",C34H30FeN4O4,-2,cpd00028,C00032,HMDB0003178,CHEBI:17627,26945,,0,E
cpdAGORA0786,pheme[e],"Protoheme",C34H30FeN4O4,-2,cpd00028,C00032,HMDB0003178,CHEBI:17627,26945,,0,E
cpdAGORA0787,phom[c],"O-phosphonato-L-homoserine(2-)",C4H8NO6P,-2,cpd00809,C01102,HMDB0003484,CHEBI:15961,151187,,0,E
cpdAGORA0788,phpyr[c],"keto-phenylpyruvate",C9H7O3,-1,cpd00143,C00166,HMDB0000205,CHEBI:30851,997,,0,E
cpdAGORA0789,phthr[c],"O-Phospho-4-hydroxy-L-threonine",C4H8NO7P,-2,cpd03607,C06055,HMDB0006802,CHEBI:18336,440901,,0,E
cpdAGORA0790,phytn[c],"Phytoene",C40H64,0,cpd03205,C05413,HMDB0002181,CHEBI:8191,5280784,,0,E
cpdAGORA0791,pi[c],"hydrogenphosphate",HO4P,-2,cpd00009,C00009,HMDB0001429,CHEBI:26078,1061,,0,E
cpdAGORA0792,pi[e],"hydrogenphosphate",HO4P,-2,cpd00009,C00009,HMDB0001429,CHEBI:26078,1061,,0,E
cpdAGORA0793,pmtcoa[c],"Palmitoyl-CoA (n-C16:0CoA)",C37H62N7O17P3S,-4,cpd00134,C00154,HMDB0001338,CHEBI:15525,15667,,0,E
cpdAGORA0794,pnp[c],"4-Hydroxynitrobenzene, p-Nitrophenol",C6H4NO3,-1,NaN,C00870,HMDB0001232,CHEBI:16836,980,,0,E
cpdAGORA0795,pnto_R[c],"(R)-Pantothenate",C9H16NO5,-1,cpd00644,C00864,HMDB0000210,CHEBI:46905,6613,,0,E
cpdAGORA0796,pnto_R[e],"(R)-Pantothenate",C9H16NO5,-1,cpd00644,C00864,HMDB0000210,CHEBI:46905,6613,,0,E
cpdAGORA0797,ppa[c],"Propionate",C3H5O2,-1,cpd00141,C00163,HMDB0000237,CHEBI:30768,1032,,0,E
cpdAGORA0798,ppap[c],"Propanoyl phosphate",C3H5O5P,-2,cpd01844,C02876,NaN,CHEBI:8478,NaN,,0,E
cpdAGORA0799,ppcoa[c],"Propanoyl-CoA",C24H36N7O17P3S,-4,cpd00086,C00100,HMDB0001275,CHEBI:15539,439164,,0,E
cpdAGORA0800,ppgpp[c],"Guanosine 3,5-bis(diphosphate)",C10H11N5O17P4,-6,cpd00905,C01228,HMDB59641,CHEBI:17633,439450,,0,E
cpdAGORA0801,pphn[c],"Prephenate",C10H8O6,-2,cpd00219,C00254,HMDB0012283,CHEBI:84387,363602639,,0,E
cpdAGORA0802,pphtd[c],"Prephytoene diphosphate",C40H65O7P2,-3,cpd02168,C03427,HMDB0003023,CHEBI:17090,24883415,,0,E
cpdAGORA0803,ppi[c],"Diphosphate",HO7P2,-3,cpd00012,C00013,HMDB0000250,CHEBI:29888,644102,,0,E
cpdAGORA0804,pppg9[c],"Protoporphyrinogen IX",C34H38N4O4,-2,cpd00791,C01079,HMDB0001097,CHEBI:15435,121893,,0,E
cpdAGORA0805,pppi[c],"triphosphate(5-)",HO10P3,-4,cpd00421,C00536,HMDB0003379,CHEBI:39949,3440921,,0,E
cpdAGORA0806,pram[c],"5-Phospho-beta-D-ribosylamine",C5H11NO7P,-1,cpd01982,C03090,HMDB0001128,CHEBI:37737,439905,,0,E
cpdAGORA0807,prbamp[c],"1-(5-Phosphoribosyl)-AMP",C15H19N5O14P2,-4,cpd01777,C02741,HMDB0012276,CHEBI:18374,11988267,,0,E
cpdAGORA0808,prbatp[c],"1-(5-Phosphoribosyl)-ATP",C15H19N5O20P4,-6,cpd01775,C02739,HMDB0003665,CHEBI:73200,11050836,,0,E
cpdAGORA0809,prfp[c],"1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide",C15H21N5O15P2,-4,cpd02979,C04896,NaN,CHEBI:18302,9548599,,0,E
cpdAGORA0810,prl45tca[c],"Prenol-45n teichoic acid",C206H386N2O242P47,-47,cpd15661,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0811,prl45tcaala[c],"Prenol-45n teichoic acid-alanine substituted",C341H566N47O242P47,-2,cpd15663,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0812,prl45tcaglc[c],"Prenol-45n teichoic acid-glucose substituted",C476H836N2O467P47,-47,cpd15662,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0813,prlp[c],"5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide",C15H21N5O15P2,-4,cpd02991,C04916,NaN,CHEBI:27735,NaN,,0,E
cpdAGORA0814,pro_L[c],"L-proline",C5H9NO2,0,cpd00129,C00148;C000763,HMDB0000162;HMDB0003411,CHEBI:17203,145742,,0,E
cpdAGORA0815,pro_L[e],"L-proline",C5H9NO2,0,cpd00129,C00148;C000763,HMDB0000162;HMDB0003411,CHEBI:17203,145742,,0,E
cpdAGORA0816,proteinsynth[c],"Protein biosynthesis",X,0,cpd17041,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0817,prpp[c],"5-Phospho-alpha-D-ribose 1-diphosphate",C5H8O14P3,-5,cpd00103,C00119,HMDB0000280,CHEBI:17111,7339,,0,E
cpdAGORA0818,ps120[c],"phosphatidylserine (didodecanoyl, n-C12:0)",C30H57N1O10P1,-1,cpd15552,C00547,HMDB0000216,CHEBI:18357,439260,,0,E
cpdAGORA0819,ps140[c],"phosphatidylserine (ditetradecanoyl, n-C14:0)",C34H65N1O10P1,-1,cpd15553,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0820,ps141[c],"phosphatidylserine (ditetradec-7-enoyl, n-C14:1)",C34H61N1O10P1,-1,cpd15554,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0821,ps160[c],"phosphatidylserine (dihexadecanoyl, n-C16:0)",C38H73N1O10P1,-1,cpd15555,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0822,ps161[c],"phosphatidylserine (dihexadec-9-enoyl, n-C16:1)",C38H69N1O10P1,-1,cpd15556,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0823,ps180[c],"phosphatidylserine (dioctadecanoyl, n-C18:0)",C42H81N1O10P1,-1,cpd15557,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0824,ps181[c],"phosphatidylserine (dioctadec-11-enoyl, n-C18:1)",C42H77N1O10P1,-1,cpd15558,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0825,psai15[c],"Phosphatidylserine (12-methyl-tetradecanoyl, anteiso-C15)",C36H69NO10P,-1,cpd15693,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0826,psai17[c],"Phosphatidylserine (14-methyl-hexadecanoyl, anteiso-C17)",C40H77NO10P,-1,cpd15690,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0827,psd5p[c],"Pseudouridine 5-phosphate",C9H11N2O9P,-2,cpd00859,C01168,HMDB01271,CHEBI:18116,439424,,0,E
cpdAGORA0828,pser_L[c],"O-Phospho-L-serine",C3H6NO6P,-2,cpd00738,C01005,HMDB0000272,CHEBI:15811,68841,N[C@@H](COP(O)(O)=O)C(O)=O,0,E
cpdAGORA0829,psi14[c],"Phosphatidylserine (12-methyl-tridecanoyl, iso-C14)",C34H65NO10P,-1,cpd15691,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0830,psi15[c],"Phosphatidylserine (13-methyl-tetradecanoyl, iso-C15)",C36H69NO10P,-1,cpd15692,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0831,psi16[c],"Phosphatidylserine (14-methyl-pentadecanoyl, iso-C16)",C38H73NO10P,-1,cpd15694,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0832,psi17[c],"Phosphatidylserine (15-methyl-hexadecanoyl, iso-C17)",C40H77NO10P,-1,cpd15689,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0833,ptrc[c],"Putrescine",C4H14N2,2,cpd00118,C00134,HMDB0001414,CHEBI:17148,1045,,0,E
cpdAGORA0834,ptth[c],"pantetheine",C11H22N2O4S,0,cpd00620,C00154,HMDB0001338,CHEBI:15525,15667,,0,E
cpdAGORA0835,pullulan1200[e],"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)",C7200H12002O6001,0,NaN,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0836,pyam5p[c],"Pyridoxamine 5-phosphate",C8H12N2O5P,-1,cpd00493,C00647,HMDB0001555,CHEBI:18335,1053,,0,E
cpdAGORA0837,pydam[c],"Pyridoxamine",C8H13N2O2,1,cpd00419,C00534,HMDB0001431,CHEBI:16410,1052,,0,E
cpdAGORA0838,pydx5p[c],"Pyridoxal 5-phosphate",C8H8NO6P,-2,cpd00016,C00018,HMDB0001491,CHEBI:18405,1051,,0,E
cpdAGORA0839,pydx[c],"Pyridoxal",C8H9NO3,0,cpd00215,C00250,HMDB0001545,CHEBI:17310,1050,,0,E
cpdAGORA0840,pydx[e],"Pyridoxal",C8H9NO3,0,cpd00215,C00250,HMDB0001545,CHEBI:17310,1050,,0,E
cpdAGORA0841,pydxn[c],"Pyridoxine",C8H11NO3,0,cpd00263,D08454,HMDB0000239,CHEBI:16709,1054,,0,E
cpdAGORA0842,pydxn[e],"Pyridoxine",C8H11NO3,0,cpd00263,D08454,HMDB0000239,CHEBI:16709,1054,,0,E
cpdAGORA0843,pyr[c],"Pyruvate",C3H3O3,-1,cpd00020,C00022,HMDB0000243,CHEBI:32816,1060,,0,E
cpdAGORA0844,q8[c],"Ubiquinone-8",C49H74O4,0,cpd15560,C17569,NaN,CHEBI:61683,NaN,,0,E
cpdAGORA0845,q8h2[c],"Ubiquinol-8",C49H76O4,0,cpd15561,NaN,HMDB0001060,CHEBI:61682,25074411,,0,E
cpdAGORA0846,quln[c],"quinolinate(2-)",C7H3NO4,-2,cpd02333,C03722,HMDB0000232,CHEBI:16675,1066,,0,E
cpdAGORA0847,r1p[c],"alpha-D-Ribose 1-phosphate",C5H9O8P,-2,cpd00475,C00620,HMDB0001489,CHEBI:16300,439236,,0,E
cpdAGORA0848,r5p[c],"alpha-D-Ribose 5-phosphate",C5H9O8P,-2,cpd00101,C00117,HMDB0001548,CHEBI:18189,439167,,0,E
cpdAGORA0849,raffin[c],"Raffinose",C18H32O16,0,cpd00382,C00492,HMDB0003213,CHEBI:16634,439242,,0,E
cpdAGORA0850,rbl_D[c],"D-ribulose",C5H10O5,0,cpd00258,C00309,HMDB0000621,CHEBI:17173,151261,,0,E
cpdAGORA0851,rbl_L[c],"L-Ribulose",C5H10O5,0,cpd00397,C00508,HMDB0003371,CHEBI:16880,9920423,,0,E
cpdAGORA0852,rdmbzi[c],"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",C14H18N2O4,0,cpd03423,C05775,NaN,CHEBI:10329,NaN,,0,E
cpdAGORA0853,rhcys[c],"S-Ribosyl-L-homocysteine",C9H17NO6S,0,cpd02227,C03539,NaN,NaN,NaN,,0,E
cpdAGORA0854,rib_D[c],"D-ribose",C5H10O5,0,cpd05267,C00121,HMDB0000283,CHEBI:47013,5779,,0,E
cpdAGORA0855,rib_D[e],"D-ribose",C5H10O5,0,cpd05267,C00121,HMDB0000283,CHEBI:47013,5779,,0,E
cpdAGORA0856,ribflv[c],"Riboflavin",C17H20N4O6,0,cpd00220,C00255,HMDB0000244,CHEBI:17015,493570,,0,E
cpdAGORA0857,ribflv[e],"Riboflavin",C17H20N4O6,0,cpd00220,C00255,HMDB0000244,CHEBI:17015,493570,,0,E
cpdAGORA0858,rml1p[c],"L-Rhamnulose 1-phosphate",C6H11O8P,-2,cpd00831,C01131,NaN,CHEBI:17892,NaN,,0,E
cpdAGORA0859,rml[c],"L-Rhamnulose",C6H12O5,0,cpd00642,C00861,HMDB0010207,CHEBI:17897,15559441,,0,E
cpdAGORA0860,rnam[c],"N-Ribosylnicotinamide",C11H15N2O5,1,cpd02016,C03150,HMDB0000855,CHEBI:15927,439924,,0,E
cpdAGORA0861,rnatrans[c],"RNA transcription",X,0,cpd17043,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0862,ru5p_D[c],"D-ribulose 5-phosphate(2-)",C5H9O8P,-2,cpd00171,C00199,HMDB0000618,CHEBI:17363,439184,,0,E
cpdAGORA0863,ru5p_L[c],"L-Ribulose 5-phosphate",C5H9O8P,-2,cpd00808,C01101,NaN,CHEBI:17666,NaN,,0,E
cpdAGORA0864,s17bp[c],"Sedoheptulose 1,7-bisphosphate",C7H12O13P2,-4,cpd00349,C00447,HMDB0060274,CHEBI:17969,46878435,,0,E
cpdAGORA0865,s7p[c],"Sedoheptulose 7-phosphate",C7H13O10P,-2,cpd00238,C00281,HMDB0001068,CHEBI:133983,22833559,,0,E
cpdAGORA0866,salc[c],"Salicylic acid, o-Hydroxybenzoic acid",C7H5O3,-1,cpd00599,C00805,HMDB0001895,CHEBI:16914,338,,0,E
cpdAGORA0867,seln[c],"Selenide",HSe,-1,cpd01078,C01528,HMDB0011110,CHEBI:16503,533,,0,E
cpdAGORA0868,selnp[c],"Selenophosphate",H2O3PSe,-1,cpd03078,C05172,HMDB0003840,CHEBI:29269,1092,,0,E
cpdAGORA0869,ser_L[c],"L-serine",C3H7NO3,0,cpd00054,C00065,HMDB0000187,CHEBI:17115,5951,,0,E
cpdAGORA0870,sheme[c],"Siroheme",C42H36FeN4O16,-8,cpd00557,C00748,NaN,CHEBI:28599,439303,,0,E
cpdAGORA0871,sheme[e],"Siroheme",C42H36FeN4O16,-8,cpd00557,C00748,NaN,CHEBI:28599,439303,,0,E
cpdAGORA0872,skm5p[c],"Shikimate 5-phosphate",C7H8O8P,-3,cpd02030,C03175,NaN,CHEBI:17052,NaN,,0,E
cpdAGORA0873,skm[c],"Shikimate",C7H9O5,-1,cpd00383,C00493,HMDB0003070,CHEBI:16119,7057976,,0,E
cpdAGORA0874,so3[c],"Sulfite",O3S,-2,cpd00081,C00094,HMDB0000240,CHEBI:48854,1099,,0,E
cpdAGORA0875,so4[c],"sulfate",O4S,-2,cpd00048,C00059,HMDB01448,CHEBI:26836,5152822,,0,E
cpdAGORA0876,so4[e],"sulfate",O4S,-2,cpd00048,C00059,HMDB01448,CHEBI:26836,5152822,,0,E
cpdAGORA0877,spmd[c],"Spermidine",C7H22N3,3,cpd00264,C00315,HMDB0001257,CHEBI:16610,1102,,0,E
cpdAGORA0878,spmd[e],"Spermidine",C7H22N3,3,cpd00264,C00315,HMDB0001257,CHEBI:16610,1102,,0,E
cpdAGORA0879,stcoa[c],"Stearoyl-CoA (n-C18:0CoA)",C39H66N7O17P3S,-4,cpd00327,C00412,HMDB0001114,CHEBI:15541,439229,,0,E
cpdAGORA0880,sttca1[c],"Stearoyllipoteichoic acid (n=24), linked, unsubstituted",C123H240O135P24,-24,cpd15748,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0881,sttcaacgam[c],"Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",C315H552N24O255P24,-24,cpd15766,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0882,sttcaala_D[c],"Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted",C195H336N24O135P24,0,cpd15775,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0883,sttcaglc[c],"Stearoyllipoteichoic acid (n=24), linked, glucose substituted",C267H480O255P24,-24,cpd15757,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0884,stys[c],"Stachyose",C24H42O21,0,cpd01133,C01613,HMDB0003553,CHEBI:17164,439531,,0,E
cpdAGORA0885,stys[e],"Stachyose",C24H42O21,0,cpd01133,C01613,HMDB0003553,CHEBI:17164,439531,,0,E
cpdAGORA0886,suc6p[c],"Sucrose 6-phosphate",C12H21O14P,-2,cpd01693,C16688,NaN,CHEBI:131603,644101,,0,E
cpdAGORA0887,succ[c],"Succinate",C4H4O4,-2,cpd00036,C00042,HMDB0000254,CHEBI:15741,1110,,0,E
cpdAGORA0888,succ[e],"Succinate",C4H4O4,-2,cpd00036,C00042,HMDB0000254,CHEBI:15741,1110,,0,E
cpdAGORA0889,suchms[c],"O-Succinyl-L-homoserine",C8H12NO6,-1,cpd00822,C01118,NaN,CHEBI:16160,NaN,,0,E
cpdAGORA0890,sucr[c],"Sucrose",C12H22O11,0,cpd00076,C00089,HMDB0000258,CHEBI:17992,5988,,0,E
cpdAGORA0891,sucr[e],"Sucrose",C12H22O11,0,cpd00076,C00089,HMDB0000258,CHEBI:17992,5988,,0,E
cpdAGORA0892,tag6p_D[c],"D-Tagatose 6-phosphate",C6H11O9P,-2,cpd00805,C01097,HMDB0006873,CHEBI:4251,439396,,0,E
cpdAGORA0893,tagdp_D[c],"D-Tagatose 1,6-biphosphate",C6H10O12P2,-4,cpd02371,C03785,HMDB0006872,CHEBI:4250,440117,,0,E
cpdAGORA0894,tartr_L[c],"L-tartrate",C4H4O6,-2,cpd00666,C00898,HMDB00956,CHEBI:15671,444305,,0,E
cpdAGORA0895,tartr_M[c],"meso-Tartrate",C4H4O6,-2,cpd00432,C00552,NaN,CHEBI:15673,NaN,,0,E
cpdAGORA0896,taur[c],"Taurine",C2H7NO3S,0,cpd00210,C00245,HMDB0000251,CHEBI:15891,1123,,0,E
cpdAGORA0897,taur[e],"Taurine",C2H7NO3S,0,cpd00210,C00245,HMDB0000251,CHEBI:15891,1123,,0,E
cpdAGORA0898,tcam[c],"minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",X,0,cpd11459,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0899,tdcoa[c],"Tetradecanoyl-CoA (n-C14:0CoA)",C35H58N7O17P3S,-4,cpd01695,C02593,HMDB0001521,CHEBI:15532,65113,,0,E
cpdAGORA0900,tdeACP[c],"cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)",C25H45N2O8PRS,-1,cpd15294,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0901,teich_45_BS[c],"teichuronic acid (GlcA + GalNac, 45 repeating unit)",X,0,cpd15634,NaN,NaN,NaN,NaN,,0,E
cpdAGORA0902,thdp[c],"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,-2,cpd02465,C03972,HMDB0012289,CHEBI:864,440179,,0,E
cpdAGORA0903,thf[c],"5,6,7,8-Tetrahydrofolate",C19H21N7O6,-2,cpd00087,C00101,HMDB0001846,CHEBI:20506,91443,,0,E
cpdAGORA0904,thglu[c],"Tetrahydropteroyltri_L_glutamate",C24H32N8O12,0,cpd02555,C04144,HMDB12290,CHEBI:17420,16722112,,0,E
cpdAGORA0905,thissh[c],"Thiocarboxy-[ThiS protein]",RCOS,-1,NaN,C15814,NaN,CHEBI:80102,NaN,,0,E
cpdAGORA0906,thm[c],"Thiamin",C12H17N4OS,1,cpd00305,C00378,HMDB0000235,CHEBI:18385,1130,,0,E
cpdAGORA0907,thm[e],"Thiamin",C12H17N4OS,1,cpd00305,C00378,HMDB0000235,CHEBI:18385,1130,,0,E
cpdAGORA0908,thmmp[c],"Thiamin monophosphate",C12H16N4O4PS,-1,cpd00793,C01081,HMDB0002666,CHEBI:9533,3382778,,0,E
