mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,metChEBIID,metPubChemID,metInChIString,metSmiles,metAliases,metSource,b,csense
"g1p_B[c]","beta D-Glucose 1-phosphate",cpd00501,C6H11O9P,-2,C00663,,,,"",02/07/2014,"Name: beta-D-Glucose 1-phosphate; beta-D-glucopyranose 1-phosphate; beta-D-glucose 1-phosphate|AraCyc: CPD-448|BiGG: g1p_B|BrachyCyc: CPD-448|KEGG: C00663|MetaCyc: CPD-448",Primary Database,0,E
"g3p[c]","Glyceraldehyde 3-phosphate",cpd00102,C3H5O6P,-2,C00661,HMDB01112,17138,729,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/p-2",02/07/2014,"Name: (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; (2R)-2-hydroxy-3-(phosphonooxy)-propanal; (2R)-2-hydroxy-3-(phosphooxy)-propanal; 3-phosphoglyceraldehyde; D-Glyceraldehyde 3-phosphate; D-glyceraldehyde 3-phosphate; D-glyceraldehyde-3-P; D-glyceraldehyde-3-phosphate; GAP; Glyceraldehyde 3-phosphate; Glyceraldehyde-3-phosphate; Glyceraldehyde3-phosphate; gap; glyceraldehyde 3-phosphate; glyceraldehyde-3-P; glyceraldehyde-P; glyceraldehyde-phosphate; triose phosphate|AraCyc: GAP|BiGG: g3p|BrachyCyc: GAP|KEGG: C00118|MetaCyc: GAP",Primary Database,0,E
"g3pc[c]","sn-Glycero-3-phosphocholine",cpd00507,C8H20NO6P,0,C00670,HMDB00086,16870,439285,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/p+1/t8-/m1/s1",02/07/2014,"Name: Glycerophosphocholine; L-1-glycero-3-phosphocholine; L-1-glycero-phosphorylcholine; glycero-phosphocholine; glycerophosphocholine; sn-3-GPC; sn-Glycero-3-phosphocholine; sn-glycero-3-Phosphocholine; sn-glycero-3-phosphocholine|AraCyc: L-1-GLYCERO-PHOSPHORYLCHOLINE|BiGG: g3pc|BrachyCyc: L-1-GLYCERO-PHOSPHORYLCHOLINE|KEGG: C00670|MetaCyc: L-1-GLYCERO-PHOSPHORYLCHOLINE",Primary Database,0,E
"g3pe[c]","sn-Glycero-3-phosphoethanolamine",cpd00908,C5H14NO6P,0,,,,,"",02/07/2014,"Name: 1-glycerophosphorylethanolamine; Glycerophosphoethanolamine; L-1-glycerophosphorylethanolamine; sn-Glycero-3-phosphoethanolamine; sn-glycero-3-Phosphoethanolamine; sn-glycero-3-phosphoethanolamine|AlgaGEM: S_sn_45_glycero_45_3_45_Phosphoethanolamine_c|BiGG: g3pe|EcoCyc: L-1-GLYCEROPHOSPHORYLETHANOL-AMINE|KEGG: C01233|MetaCyc: L-1-GLYCEROPHOSPHORYLETHANOL-AMINE",Primary Database,0,E
"g3pg[c]","Glycerophosphoglycerol",cpd02090,C6H14O8P,-1,,,,,"",02/07/2014,"Name: Glycerophosphoglycerol; bis(2,3-dihydroxypropyl) phosphate; diglycerol phosphate; glycerophosphoglycerol|BiGG: g3pg|ChlamyCyc: GLYCEROPHOSPHOGLYCEROL|EcoCyc: GLYCEROPHOSPHOGLYCEROL|KEGG: C03274|MetaCyc: GLYCEROPHOSPHOGLYCEROL",Primary Database,0,E
"g6p[c]","D-Glucose 6-phosphate",cpd00079,C6H11O9P,-2,C00092,HMDB01401,4170,5958,"1/C5H11/c1-3-5-4-2/h1,3-5H2,2H3",02/07/2014,"Name: D-Glucose 6-phosphate; D-Glucose6-phosphate; D-glucopyranose-6-phosphate; Glucose 6-phosphate; Glucose-6-phosphate; Robison ester; alpha-D-glucose-6-phosphate|AlgaGEM: S_D_45_Glucose_32_6_45_phosphate_c|AraGEM: S_D_45_Glucose_32_6_45_phosphate_c|BiGG: g6p|KEGG: C00092|MetaCyc: D-glucopyranose-6-phosphate; Glucose-6-phosphate",Primary Database,0,E
"g6p_B[c]","beta-D-glucose 6-phosphate",cpd00863,C6H11O9P,-2,C01172,,,,"",02/07/2014,"Name: D-glucose-6-P; D-glucose-6-phosphate; beta-D-Glucose 6-phosphate; beta-D-glucose 6-phosphate; beta-D-glucose-6-P; glucose-6-P; glucose-6-phosphate|AraCyc: GLC-6-P|BiGG: g6p_B|BrachyCyc: GLC-6-P|KEGG: C01172|MetaCyc: GLC-6-P",Primary Database,0,E
"gal1a3acgal[e]","Alpha-1,3-Galactose-N-acetylgalactosamine",cpdAGORA901,C14H25NO11,0,G00763,,,,"",29/03/2017,"",,0,E
"gal1b3acgal[e]","Beta-1,3-Galactose-N-acetylgalactosamine",cpd21700,C14H25NO11,0,G10607,,,,"",29/03/2017,"Name: (Gal)1(GalNAc)1|KEGG: G10607",Primary Database,0,E
"gal1p[c]","(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate",cpd00348,C6H11O9P,-2,C00446,HMDB00645,17973,123912,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3+,4+,5-,6-/m1/s1",02/07/2014,"Name: D-galactose-1-phosphate; alpha-D-Gal-1-P; alpha-D-Galactopyranose 1-phosphate; alpha-D-Galactose 1-phosphate; alpha-D-Galactose1-phosphate; alpha-D-galactopyranose 1-phosphate; alpha-D-galactopyranose, 1-(dihydrogen phosphate); alpha-D-galactose 1-phosphate; alpha-D-galactose-1-phosphate; galactose-1-P|AraCyc: GALACTOSE-1P|BiGG: gal1p|BrachyCyc: GALACTOSE-1P|KEGG: C00446|MetaCyc: GALACTOSE-1P",Primary Database,0,E
"gal[c]","D-Galactose",cpd00108,C6H12O6,0,C00984,HMDB00143,28061,439357,"",02/07/2014,"Name: D-(+)-Galactose; D-Galactopyranose; D-Galactose; D-galactopyranose; GALC; aldehydo-D-galactose|AlgaGEM: S_D_45_Galactose_c|AraGEM: S_D_45_Galactose_c|BiGG: gal|KEGG: C00124|MetaCyc: CPD-15590; D-galactopyranose",Primary Database,0,E
"gal[e]","D-Galactose",cpd00108,C6H12O6,0,C00984,HMDB00143,28061,439357,"",02/07/2014,"",,0,E
"gam1p[c]","D-Glucosamine 1-phosphate",cpd03671,C6H13NO8P,-1,,,,,"",02/07/2014,"Name: D-Glucosamine 1-phosphate; D-Glucosamine1-phosphate; D-glucosamine 1-phosphate; alpha-D-Glucosamine 1-phosphate; alpha-D-glucosamine 1-phosphate; alpha-D-glucosamine 1P; glucosamine-1P|BiGG: gam1p|DF_Athaliana: GLUCOSAMINE-1P|EcoCyc: GLUCOSAMINE-1P|KEGG: C06156|MetaCyc: GLUCOSAMINE-1P",Primary Database,0,E
"gam6p[c]","D-Glucosamine 6-phosphate",cpd00288,C6H13NO8P,-1,C00352,HMDB01254,15873,121988,"",02/07/2014,"Name: D-GLUCOSAMINE-6-P; D-Glucosamine 6-phosphate; D-Glucosamine phosphate; D-Glucosamine6-phosphate; d-glucosamine-6-phosphate|AraCyc: D-GLUCOSAMINE-6-P|BiGG: gam6p|BrachyCyc: D-GLUCOSAMINE-6-P|KEGG: C00352|MetaCyc: D-GLUCOSAMINE-6-P",Primary Database,0,E
"gar[c]","N1-(5-Phospho-D-ribosyl)glycinamide",cpd02394,C7H14N2O8P,-1,C03838,HMDB02022,58457,160913,"InChI=1S/C7H15N2O8P/c8-1-4(10)9-7-6(12)5(11)3(17-7)2-16-18(13,14)15/h3,5-7,11-12H,1-2,8H2,(H,9,10)(H2,13,14,15)/p-1/t3-,5-,6-,7?... <Preview truncated at 128 characters>",02/07/2014,"Name: 5'-Phosphoribosylglycinamide; 5'-p-ribosylglycinamide; 5'-p-ribosylglycineamide; 5'-phosphoribosylglycinamide; 5'-phosphoribosylglycineamide; 5-phospho-beta-D-ribosyl-glycineamide; 5-phospho-ribosyl-glycineamide; GAR; Glycinamide ribonucleotide; N1-(5-Phospho-D-ribosyl)glycinamide; N1-(5-phospho-beta-D-ribosyl)glycinamide; N1--5-Phospho-D-ribosylglycinamide|AraCyc: 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE|BiGG: gar|BrachyCyc: 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE|KEGG: C03838|MetaCyc: 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE",Primary Database,0,E
"gdp[c]","GDP",cpd00031,C10H12N5O11P2,-3,C00035,HMDB01201,17552,8977,"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,... <Preview truncated at 128 characters>",02/07/2014,"Name: GDP; Guanosine 5'-diphosphate; Guanosine diphosphate; guanosine-5'-diphosphate; guanosine-diphosphate; ppG|AraCyc: GDP|BiGG: gdp|BrachyCyc: GDP|KEGG: C00035; G10620|MetaCyc: GDP",Primary Database,0,E
"gdptp[c]","Guanosine 3-diphosphate 5-triphosphate",cpd02740,C10H11N5O20P5,-7,,,,,"",02/07/2014,"Name: Guanosine 3'-diphosphate 5'-triphosphate; Guanosine 5'-triphosphate,3'-diphosphate; guanosine 3'-diphosphate 5'-triphosphate; guanosine 5'-triphosphate,3'-diphosphate; guanosine pentaphosphate; pppGpp|AraCyc: GDP-TP|BiGG: gdptp|BrachyCyc: GDP-TP|KEGG: C04494|MetaCyc: GDP-TP",Primary Database,0,E
"ggdp[c]","2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)",cpd00289,C20H33O7P2,-3,C00353,HMDB04486,48861,735,"InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H... <Preview truncated at 128 characters>",02/07/2014,"Name: (2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; (2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; (2E,6E,10E)-geranylgeranyl diphosphate; 2-trans,6-trans,10-trans-geranylgeranyl diphosphate; GGPP; Geranylgeranyl diphosphate; Geranylgeranyl pyrophosphate; all-trans-Geranylgeranyl diphosphate; all-trans-Geranylgeranyl pyrophosphate; all-trans-geranyl-geranyl diphosphate; all-trans-geranyl-geranyl-pp; all-trans-geranylgeranyl diphosphate; geranylgeranyl diphosphate; geranylgeranyl-PP; omega,E,E,E-geranylgeranyl diphosphate|AraCyc: GERANYLGERANYL-PP|BiGG: ggdp|BrachyCyc: GERANYLGERANYL-PP|KEGG: C00353|MetaCyc: GERANYLGERANYL-PP",Primary Database,0,E
"glc_D[c]","D-glucose",cpd00027,C6H12O6,0,C00031,HMDB00122,4167,5793,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",02/07/2014,"Name: D-(+)-Glucose; D-Glucopyranose; D-Glucose; Dextrose; Glucopyranose; Glucose; Grape sugar|AlgaGEM: S_D_45_Glucose_c; S_Glucose_c; S_Glucose_ext_b; S_Glucose_p|AraGEM: S_D_45_Glucose_c|BiGG: glc__D|KEGG: C00031; C00293|MetaCyc: Glucopyranose",Primary Database,0,E
"glc_D[e]","D-glucose",cpd00027,C6H12O6,0,C00031,HMDB00122,4167,5793,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",02/07/2014,"",,0,E
"glc_bD[c]","beta D-glucose",cpd00190,C6H12O6,0,,,,,"",02/07/2014,"Name: D-glucose-ring; b-xglc-HEX-1:5; beta-D-Glucose; beta-D-glucopyranose; beta-D-glucose; beta-glucose; dextrose; glc; glc-ring; glucoside|AraCyc: GLC|BrachyCyc: GLC|ChlamyCyc: GLC|KEGG: C00221|MetaCyc: B-XGLC-HEX-1:5_6:A; GLC",Primary Database,0,E
"gln_L[c]","L-glutamine",cpd00053,C5H10N2O3,0,C00064,HMDB00641,18050,5961,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",02/07/2014,"Name: 2-aminoglutaramic acid; L-2-Aminoglutaramic acid; L-Glutamine; L-gln; L-glutamine; gln; glum; glumin; glutamic acid 5-amide; glutamine; proglumide|AraCyc: GLN|BiGG: gln__L|BrachyCyc: GLN|KEGG: C00064|MetaCyc: GLN",Primary Database,0,E
"gln_L[e]","L-glutamine",cpd00053,C5H10N2O3,0,C00064,HMDB00641,18050,5961,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",02/07/2014,"",,0,E
"glu5p[c]","L-Glutamate 5-phosphate",cpd02097,C5H8NO7P,-2,C03287,HMDB01228,17798,193475,"InChI=1S/C5H10NO7P/c6-3(5(8)9)1-2-4(7)13-14(10,11)12/h3H,1-2,6H2,(H,8,9)(H2,10,11,12)/p-2/t3-/m0/s1",02/07/2014,"Name: L-Glutamate 5-phosphate; L-Glutamyl 5-phosphate; L-gamma-glutamyl 5-phosphate; L-gamma-glutamyl-5-P; L-gamma-glutamyl-5-phosphate; L-glutamate 5-phosphate; L-glutamate-5-phosphate; L-glutamyl-5-phosphate; gamma-L-glutamyl 5-phosphate; gamma-L-glutamyl-5-P|AraCyc: L-GLUTAMATE-5-P|BiGG: glu5p|BrachyCyc: L-GLUTAMATE-5-P|KEGG: C03287|MetaCyc: L-GLUTAMATE-5-P",Primary Database,0,E
"glu5sa[c]","L-Glutamate 5-semialdehyde",cpd00858,C5H9NO3,0,C01165,HMDB02104,17232,193305,"InChI=1S/C5H9NO3/c6-4(5(8)9)2-1-3-7/h3-4H,1-2,6H2,(H,8,9)/t4-/m0/s1",02/07/2014,"Name: L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde; L-Glutamate5-semialdehyde; L-glutamate gamma-semialdehyde; L-glutamate-5-semialdehyde; L-glutamate-gamma-semialdehyde; glutamate-semialdehyde; glutamic gamma-semialdehyde|AraCyc: L-GLUTAMATE_GAMMA-SEMIALDEHYDE|BiGG: glu5sa|BrachyCyc: L-GLUTAMATE_GAMMA-SEMIALDEHYDE|KEGG: C01165|MetaCyc: L-GLUTAMATE_GAMMA-SEMIALDEHYDE",Primary Database,0,E
"glu_D[c]","D-Glutamate",cpd00186,C5H8NO4,-1,,,,,"",02/07/2014,"Name: D-2-Aminoglutaric acid; D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-glt; D-glu; D-glutamate; D-glutamic acid|BiGG: glu__D|BrachyCyc: D-GLT|ChlamyCyc: D-GLT|KEGG: C00217|MetaCyc: D-GLT",Primary Database,0,E
"glu_L[c]","L-glutamate(1-)",cpd00023,C5H8NO4,-1,C00025,HMDB00148,16015,33032,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",02/07/2014,"Name: 1-amino-propane-1,3-dicarboxylic acid; 2-aminopentanedioic acid; GLU; Glutamate; Glutaminic acid; L-Glutamate; L-Glutamic acid; L-Glutaminic acid; L-glu; L-glutamate; L-glutamic acid; alpha-aminoglutaric acid; glt; glu; glut; glutacid; glutamate; glutaminic acid|AraCyc: GLT|BiGG: glu__L|BrachyCyc: GLT|KEGG: C00025|MetaCyc: GLT",Primary Database,0,E
"glu_L[e]","L-glutamate(1-)",cpd00023,C5H8NO4,-1,C00025,HMDB00148,16015,33032,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",02/07/2014,"",,0,E
"glutrna[c]","L-Glutamyl-tRNA(Glu)",cpd12227,C5H7NO3R,0,,,,,"",02/07/2014,"Name: L-Glutamyl-tRNA(Glu); L-Glutamyl-tRNA-Glu|AlgaGEM: S_L_45_Glutamyl_45_tRNA_40_Glu_41__c|AraGEM: S_L_45_Glutamyl_45_tRNA_40_Glu_41__c|BiGG: glutrna|JP_Creinhardtii_MSB: M_glutrna_c; M_glutrna_h|KEGG: C02987",Primary Database,0,E
"glx[c]","glyoxylate",cpd00040,C2H1O3,-1,C00048,HMDB00119,16891,760,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)/p-1",02/07/2014,"Name: Glyoxalate; Glyoxylate; Glyoxylic acid; glyox; glyoxalate; glyoxylate; glyoxylic acid|AraCyc: GLYOX|BiGG: glx|BrachyCyc: GLYOX|KEGG: C00048|MetaCyc: GLYOX",Primary Database,0,E
"gly[c]","Glycine",cpd00033,C2H5NO2,0,C00037,HMDB00123,15428,750,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",02/07/2014,"Name: Aminoacetic acid; Gly; Glycine; aminoacetic acid; gly; glycine|AraCyc: GLY|BiGG: gly|BrachyCyc: GLY|KEGG: C00037|MetaCyc: GLY",Primary Database,0,E
"gly[e]","Glycine",cpd00033,C2H5NO2,0,C00037,HMDB00123,15428,750,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",02/07/2014,"",,0,E
"glyald[c]","D-Glyceraldehyde",cpd00448,C3H6O3,0,C02154,HMDB01051,17378,79014,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2/t3-/m0/s1",02/07/2014,"Name: D-(+)-glyceraldehyde; D-2,3-dihydroxypropanal; D-2,3-dihydroxypropionaldehyde; D-Glyceraldehyde; D-aldotriose; D-glyceraldehyde; D-glycerose; alpha,beta-dihydroxypropionaldehyde; glyceraldehyde|AraCyc: GLYCERALD|BiGG: glyald|BrachyCyc: GLYCERALD|KEGG: C00577|MetaCyc: GLYCERALD",Primary Database,0,E
"glyasn[c]","Glycyl-L-asparagine",cpd11581,C6H11N3O4,0,,,,,"",02/07/2014,"Name: gly-asn-L; glycyl-L-asparagine|iPS189: gly-asn-L|iRR1083: gly-asn-L|iYO844: gly-asn-L",Secondary Database,0,E
"glyasn[e]","Glycyl-L-asparagine",cpd11581,C6H11N3O4,0,,,,,"",02/07/2014,"",,0,E
"glyasp[c]","Glycyl-L-aspartate",cpd11589,C6H9N2O5,-1,,,,,"",02/07/2014,"Name: N-glycyl-L-aspartic acid; gly-asp; gly-asp-L; glycyl-L-aspartate; glycyl-L-aspartic acid|EcoCyc: CPD-13406|MetaCyc: CPD-13406|iPS189: gly-asp-L|iRR1083: gly-asp-L|iSO783: gly-asp-L",Primary Database,0,E
"glyasp[e]","Glycyl-L-aspartate",cpd11589,C6H9N2O5,-1,,,,,"",02/07/2014,"",,0,E
"glyb[c]","glycine betaine",cpd00540,C5H11NO2,0,C00719,HMDB00043,17750,247,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",02/07/2014,"Name: BET; Betaine; Glycine betaine; N,N,N-Trimethylglycine; N,N,N-trimethylglycine; Trimethylaminoacetate; Trimethylammonioacetate; acidin-pepsin; betaine; glycine betaine; lycine; oxyneurine; trimethylammonioacetate|AraCyc: BETAINE|BiGG: glyb|BrachyCyc: BETAINE|KEGG: C00719|MetaCyc: BETAINE",Primary Database,0,E
"glyb[e]","glycine betaine",cpd00540,C5H11NO2,0,C00719,HMDB00043,17750,247,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",02/07/2014,"",,0,E
"glyc3p[c]","Glycerol 3-phosphate",cpd00080,C3H7O6P,-2,C00093,HMDB00126,15978,439162,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",02/07/2014,"Name: D-Glycerol 1-phosphate; D-glycerol 1-phosphate; D-glycerol-1-phosphate; GLYC-3-P; Glycerol 3-phosphate; Glycerol-3-phosphate; Glycerol3-phosphate; Glycerophosphoric acid; L-G3P; L-glycerol 3-phosphate; alpha-glycerophosphate; alpha-glycerophosphoric acid; glycerol 3-phosphate; glycerol-3-phosphate; sn-Glycerol 3-phosphate; sn-glycerol 3-phosphate; sn-glycerol-3-phosphate|AraCyc: GLYCEROL-3P|BiGG: glyc3p|BrachyCyc: GLYCEROL-3P|KEGG: C00093|MetaCyc: GLYCEROL-3P",Primary Database,0,E
"glyc3p[e]","Glycerol 3-phosphate",cpd00080,C3H7O6P,-2,C00093,HMDB00126,15978,439162,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",02/07/2014,"",,0,E
"glyc45tca[c]","glycerol teichoic acid (n=45), linked, unsubstituted",cpd15667,X,0,,,,,"",30/09/2014,"Name: glycerol teichoic acid (n=45), linked, unsubstituted",Orphan,0,E
"glyc45tcaala_D[c]","glycerol teichoic acid (n=45), linked, D-ala substituted",cpd15668,X,0,,,,,"",30/09/2014,"Name: glycerol teichoic acid (n=45), linked, D-ala substituted",Orphan,0,E
"glyc45tcaglc[c]","glycerol teichoic acid (n=45), linked, glucose substituted",cpd15669,X,0,,,,,"",30/09/2014,"Name: glycerol teichoic acid (n=45), linked, glucose substituted",Orphan,0,E
"glyc[c]","Glycerol",cpd00100,C3H8O3,0,C00116,HMDB00131,17754,753,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",02/07/2014,"Name: 1,2,3-Propanetriol; 1,2,3-Trihydroxypropane; 1,2,3-trihydroxypropane; 1,2,3-trihydroxypropanol; GLYC; Glycerin; Glycerol; glycerin; glycerol|AraCyc: GLYCEROL|BiGG: glyc|BrachyCyc: GLYCEROL|KEGG: C00116|MetaCyc: GLYCEROL",Primary Database,0,E
"glyc_R[c]","D-glycerate",cpd00223,C3H5O4,-1,C00258,HMDB00139,32398,439194,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/p-1/t2-/m1/s1",02/07/2014,"Name: (R)-Glycerate; (R)-glycerate; D-Glycerate; D-glycerate; D-glyceric acid; Glycerate; Glyceric acid; glycerate|AraCyc: GLYCERATE|BiGG: glyc__R|BrachyCyc: GLYCERATE|KEGG: C00258|MetaCyc: GLYCERATE",Primary Database,0,E
"glyclt[c]","glycolate",cpd00139,C2H3O3,-1,C00160,HMDB00115,17497,757,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)/p-1",02/07/2014,"Name: Glycolate; Glycolic acid; Hydroxyacetic acid; glycolate; glycolic acid; glycollate; hydroxyacetic acid|AraCyc: GLYCOLLATE|BiGG: glyclt|BrachyCyc: GLYCOLLATE|KEGG: C00160|MetaCyc: GLYCOLLATE",Primary Database,0,E
"glycogen[c]","glycogen",cpd00155,C6H10O5,0,,,,,"",02/07/2014,"Name: Glycogen; glycogen|BiGG: glycogen|JP_Creinhardtii_NMeth: M_glycogen_b; M_glycogen_h|KEGG: C00182; G11603|iAF1260: glycogen|iAF692: glycogen",Primary Database,0,E
"glycogenb[c]","glycogen(n-1)",cpd15302,X,0,,,,,"",30/09/2014,"Name: glycogen(n-1); glycogenminusone|iAF1260: glycogenb|iAF692: glycogenb|iAG612: cbs_351|iIN800: glycogenb|iJR904: glycogenb",Secondary Database,0,E
"glycys[c]","Gly-Cys",cpd15603,C5H10N2O3S,0,,,,,"",02/07/2014,"Name: Gly-Cys|iYO844: gly-cys-L",Published Model,0,E
"glycys[e]","Gly-Cys",cpd15603,C5H10N2O3S,0,,,,,"",02/07/2014,"",,0,E
"glygln[c]","Glycyl-L-glutamine",cpd11580,C7H13N3O4,0,,,,,"",02/07/2014,"Name: Gly-Gln; L-Glycylglutamine; gly-gln; glycyl-L-glutamine; glycyl-glutamine|EcoCyc: CPD-13394|MetaCyc: CPD-13394|iPS189: gly-gln-L|iRR1083: gly-gln-L|iYO844: gly-gln-L",Primary Database,0,E
"glygln[e]","Glycyl-L-glutamine",cpd11580,C7H13N3O4,0,,,,,"",02/07/2014,"",,0,E
"glyglu[c]","Glycyl-L-glutamate",cpd11592,C7H11N2O5,-1,,,,,"",02/07/2014,"Name: gly-glu-L; gly-l-glu|iPS189: gly-glu-L|iRR1083: gly-glu-L|iSO783: gly-glu-L|iYO844: gly-glu-L",Secondary Database,0,E
"glyglu[e]","Glycyl-L-glutamate",cpd11592,C7H11N2O5,-1,,,,,"",02/07/2014,"",,0,E
"glyleu[c]","Glycylleucine",cpd01459,C8H16N2O3,0,C02155,HMDB00759,185298,92843,"",02/07/2014,"",,0,E
"glyleu[e]","Glycylleucine",cpd01459,C8H16N2O3,0,C02155,HMDB00759,185298,92843,"",02/07/2014,"",,0,E
"glymet[c]","Glycyl-L-methionine",cpd11591,C7H14N2O3S,0,,,,,"",02/07/2014,"Name: Gly-Met; N-Glycyl-L-methionine; N-glycyl-L-methionine; gly-met; glycyl-L-methionine|EcoCyc: CPD-13393|MetaCyc: CPD-13393|iPS189: gly-met-L|iRR1083: gly-met-L|iYO844: gly-met-L",Primary Database,0,E
"glymet[e]","Glycyl-L-methionine",cpd11591,C7H14N2O3S,0,,,,,"",02/07/2014,"",,0,E
"glyphe[c]","Glycylphenylalanine",cpd15605,C11H14N2O3,0,,,,97415,"",02/07/2014,"Name: Gly-Phe|iYO844: gly-phe-L",Published Model,0,E
"glyphe[e]","Glycylphenylalanine",cpd15605,C11H14N2O3,0,,,,97415,"",02/07/2014,"",,0,E
"glypro[c]","Glycylproline",cpd22832,C7H12N2O3,0,,HMDB00721,70744,79101,"",02/07/2014,"Name: Gly-L-Pro; gly-pro; glycyl-L-proline; glycylproline|BrachyCyc: CPD-10814|EcoCyc: CPD-10814|MetaCyc: CPD-10814",Primary Database,0,E
"glypro[e]","Glycylproline",cpd22832,C7H12N2O3,0,,HMDB00721,70744,79101,"",02/07/2014,"",,0,E
"glytyr[c]","Glycyl-L-tyrosine",cpd33759,C11H14N2O4,0,,,,,"",02/07/2014,"",,0,E
"glytyr[e]","Glycyl-L-tyrosine",cpd33759,C11H14N2O4,0,,,,,"",02/07/2014,"",,0,E
"gmp[c]","GMP",cpd00126,C10H12N5O8P,-2,C00144,HMDB01397,17345,6804,"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(... <Preview truncated at 128 characters>",02/07/2014,"Name: GMP; Guanosine 5'-monophosphate; Guanosine 5'-phosphate; Guanosine monophosphate; Guanylic acid; guanosine 5'-phosphate; guanosine monophosphate; guanosine phosphate; guanosine-5'-monophosphate; guanosine-5'-phosphate; guanosine-monophosphate; guanosine-phosphate; guanylate; guanylic acid|AraCyc: GMP|BiGG: gmp|BrachyCyc: GMP|KEGG: C00144|MetaCyc: GMP",Primary Database,0,E
"gncore1[e]","GlcNAc-alpha-1,4-Core 1",cpdAGORA960,C22H37N2O15X,0,,,,,"",02/07/2014,"",,0,E
"gncore1_rl[e]","released GlcNAc-alpha-1,4-Core 1",cpdAGORA961,C22H38N2O16,0,G09115,,,,"",29/03/2017,"",,0,E
"gncore2[e]","GlcNAc-alpha-1,4-Core 2",cpdAGORA962,C30H50N3O20X,0,,,,,"",02/07/2014,"",,0,E
"gncore2_rl[e]","released GlcNAc-alpha-1,4-Core 2",cpdAGORA963,C30H51N3O21,0,G03301,,,,"",29/03/2017,"",,0,E
