"rxnID"	"metNames"	"Class"
"rxnAGORA1243"	"Beta-1,6-N-acetylglucosamine-N-acetylgalactosamine"	"Amino sugar"
"rxnAGORA1244"	"L-alanine"	"Aminoacid"
"rxnAGORA1245"	"L-alanyl-L-aspartate"	"Aminoacid"
"rxnAGORA1246"	"L-alanyl-L-glutamine"	"Aminoacid"
"rxnAGORA1247"	"L-alanyl-L-glutamate"	"Aminoacid"
"rxnAGORA1248"	"L-alanylglycine"	"Aminoacid"
"rxnAGORA1249"	"L-alanyl-L-histidine"	"Aminoacid"
"rxnAGORA1250"	"L-alanyl-L-leucine"	"Aminoacid"
"rxnAGORA1251"	"L-alanyl-L-threonine"	"Aminoacid"
"rxnAGORA1252"	"L-arabinose"	"Sugar"
"rxnAGORA1253"	"L-argininium(1+)"	"Aminoacid"
"rxnAGORA1255"	"L-asparagine"	"Aminoacid"
"rxnAGORA1258"	"L-aspartate(1-)"	"Aminoacid"
"rxnAGORA1259"	"Produced biomass"	"Others"
"rxnAGORA1260"	"Biotin"	"Vitamin"
"rxnAGORA1261"	"calcium(2+)"	"Mineral"
"rxnAGORA1262"	"Cob(I)alamin"	"Vitamin"
"rxnAGORA1265"	"L-cysteinylglycine"	"Aminoacid"
"rxnAGORA1266"	"Citrate"	"Organic acid"
"rxnAGORA1267"	"Chloride"	"Mineral"
"rxnAGORA1268"	"carbon dioxide"	"Others"
"rxnAGORA1269"	"Co2+"	"Mineral"
"rxnAGORA1270"	"Core 2"	"Others"
"rxnAGORA1271"	"released Core 2"	"Others"
"rxnAGORA1272"	"Core 3"	"Others"
"rxnAGORA1273"	"Core 4"	"Others"
"rxnAGORA1274"	"released Core 4"	"Others"
"rxnAGORA1275"	"Core 5"	"Others"
"rxnAGORA1276"	"Core 6"	"Others"
"rxnAGORA1277"	"Core 7"	"Others"
"rxnAGORA1278"	"Core 8"	"Others"
"rxnAGORA1279"	"Cu2+"	"Mineral"
"rxnAGORA1280"	"L-cysteine"	"Aminoacid"
"rxnAGORA1281"	"Dextrin"	"Sugar"
"rxnAGORA1282"	"2-deoxy-D-ribose"	"Sugar"
"rxnAGORA1283"	"disialyl-T antigen"	"Antigen"
"rxnAGORA1284"	"released disialyl-T antigen"	"Antigen"
"rxnAGORA1285"	"ethanol"	"Alcohol"
"rxnAGORA1286"	"F1alpha"	"Others"
"rxnAGORA1287"	"released F1alpha antigen"	"Antigen"
"rxnAGORA1288"	"Fe2+"	"Mineral"
"rxnAGORA1289"	"Fe3+"	"Mineral"
"rxnAGORA1290"	"Folate"	"Vitamin"
"rxnAGORA1291"	"Formate"	"Organic acid"
"rxnAGORA1292"	"L-fucose"	"Sugar"
"rxnAGORA1293"	"D-Galactose"	"Sugar"
"rxnAGORA1294"	"Alpha-1,3-Galactose-N-acetylgalactosamine"	"Amino sugar"
"rxnAGORA1295"	"Beta-1,3-Galactose-N-acetylgalactosamine"	"Amino sugar"
"rxnAGORA1296"	"D-glucose"	"Sugar"
"rxnAGORA1297"	"L-glutamine"	"Aminoacid"
"rxnAGORA1298"	"L-glutamate(1-)"	"Aminoacid"
"rxnAGORA1299"	"Glycine"	"Aminoacid"
"rxnAGORA1300"	"Glycyl-L-asparagine"	"Aminoacid"
"rxnAGORA1301"	"Glycyl-L-aspartate"	"Aminoacid"
"rxnAGORA1302"	"glycine betaine"	"Aminoacid"
"rxnAGORA1303"	"Glycerol 3-phosphate"	"Alcohol"
"rxnAGORA1304"	"Gly-Cys"	"Aminoacid"
"rxnAGORA1305"	"Glycyl-L-glutamine"	"Aminoacid"
"rxnAGORA1306"	"Glycyl-L-glutamate"	"Aminoacid"
"rxnAGORA1307"	"Glycylleucine"	"Aminoacid"
"rxnAGORA1308"	"Glycyl-L-methionine"	"Aminoacid"
"rxnAGORA1309"	"Glycylphenylalanine"	"Aminoacid"
"rxnAGORA1310"	"Glycylproline"	"Aminoacid"
"rxnAGORA1311"	"Glycyl-L-tyrosine"	"Aminoacid"
"rxnAGORA1312"	"GlcNAc-alpha-1,4-Core 1"	"Others"
"rxnAGORA1313"	"released GlcNAc-alpha-1,4-Core 1"	"Others"
"rxnAGORA1314"	"GlcNAc-alpha-1,4-Core 2"	"Others"
"rxnAGORA1315"	"released GlcNAc-alpha-1,4-Core 2"	"Others"
"rxnAGORA1316"	"proton"	"Others"
"rxnAGORA1317"	"Water"	"Others"
"rxnAGORA1319"	"L-histidine"	"Aminoacid"
"rxnAGORA1320"	"Hypoxanthine"	"Purine"
"rxnAGORA1321"	"L-isoleucine"	"Aminoacid"
"rxnAGORA1322"	"potassium"	"Mineral"
"rxnAGORA1323"	"(R)-lactate"	"Organic acid"
"rxnAGORA1324"	"(S)-lactate"	"Organic acid"
"rxnAGORA1325"	"Lactose"	"Sugar"
"rxnAGORA1326"	"L-leucine"	"Aminoacid"
"rxnAGORA1327"	"L-lysinium(1+)"	"Aminoacid"
"rxnAGORA1328"	"Maltose"	"Sugar"
"rxnAGORA1329"	"Maltohexaose"	"Sugar"
"rxnAGORA1330"	"maltotriose"	"Sugar"
"rxnAGORA1331"	"mannotriose (beta-1,4)"	"Sugar"
"rxnAGORA1332"	"D-Methionine"	"Aminoacid"
"rxnAGORA1333"	"L-methionine"	"Aminoacid"
"rxnAGORA1334"	"L-methionyl-L-alanine"	"Aminoacid"
"rxnAGORA1336"	"L-Methionine Sulfoxide"	"Aminoacid"
"rxnAGORA1337"	"magnesium"	"Mineral"
"rxnAGORA1338"	"Mn2+"	"Mineral"
"rxnAGORA1339"	"Menaquinone 7"	"Vitamin"
"rxnAGORA1340"	"Sodium"	"Mineral"
"rxnAGORA1341"	"Nicotinate"	"Vitamin"
"rxnAGORA1342"	"Ammonium"	"Others"
"rxnAGORA1343"	"O2"	"Others"
"rxnAGORA1344"	"octadecanoate (n-C18:0)"	"Fatty acid"
"rxnAGORA1345"	"Ornithine"	"Aminoacid"
"rxnAGORA1347"	"L-phenylalanine"	"Aminoacid"
"rxnAGORA1348"	"Protoheme"	"Protoporphyrin"
"rxnAGORA1349"	"hydrogenphosphate"	"Others"
"rxnAGORA1350"	"(R)-Pantothenate"	"Vitamin"
"rxnAGORA1351"	"L-proline"	"Aminoacid"
"rxnAGORA1352"	"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"	"Sugar"
"rxnAGORA1353"	"Pyridoxal"	"Vitamin"
"rxnAGORA1354"	"D-ribose"	"Sugar"
"rxnAGORA1355"	"Riboflavin"	"Vitamin"
"rxnAGORA1356"	"sialyl-T antigen"	"Antigen"
"rxnAGORA1357"	"released sialyl-Tn antigen"	"Antigen"
"rxnAGORA1358"	"sialyl-Tn antigen"	"Antigen"
"rxnAGORA1359"	"L-serine"	"Aminoacid"
"rxnAGORA1360"	"Siroheme"	"Protoporphyrin"
"rxnAGORA1361"	"sulfate"	"Others"
"rxnAGORA1362"	"Spermidine"	"Polyamine"
"rxnAGORA1363"	"Stachyose"	"Sugar"
"rxnAGORA1364"	"Succinate"	"Organic acid"
"rxnAGORA1365"	"Sucrose"	"Sugar"
"rxnAGORA1366"	"Taurine"	"Aminoacid"
"rxnAGORA1367"	"Thiamin"	"Vitamin"
"rxnAGORA1368"	"L-threonine"	"Aminoacid"
"rxnAGORA1369"	"Thymidine"	"Nucleotide"
"rxnAGORA1370"	"trimethylamine"	"Amine"
"rxnAGORA1371"	"Trehalose"	"Sugar"
"rxnAGORA1372"	"L-tryptophan"	"Aminoacid"
"rxnAGORA1373"	"L-tyrosine"	"Aminoacid"
"rxnAGORA1374"	"L-valine"	"Aminoacid"
"rxnAGORA1375"	"aldehydo-D-xylose"	"Sugar"
"rxnAGORA1376"	"Zinc"	"Mineral"
"rxnAGORA2413"	"DNA replication"	"Others"
"rxnAGORA2414"	"Protein biosynthesis"	"Others"
"rxnAGORA2426"	"RNA transcription"	"Others"
"rxnAGORA2427"	"Peptidoglycan polymer (n-1 subunits)"	"Others"
"rxnAGORA2647"	"5-deoxyribose"	"Sugar"
"rxnAGORA2648"	"5-Methylthio-D-ribose"	"Sugar"
"rxnAGORA2649"	"Biotin"	"Vitamin"
"rxnAGORA2650"	"L-homocysteine"	"Aminoacid"
"rxnAGORA2714"	"2-Dehydro-3-deoxy-D-gluconate"	"Others"
"rxnAGORA2715"	"2-Hydroxyphenylacetate"	"Benzoic acid"
"rxnAGORA2716"	"(3,4-dihydroxyphenyl)acetate"	"Benzoic acid"
"rxnAGORA2717"	"L-dopa"	"Aminoacid"
"rxnAGORA2718"	"3-hydroxycinnamic acid"	"Hydroxycinnamic acid"
"rxnAGORA2719"	"3-(3-hydroxy-phenyl)propionate"	"Benzoic acid"
"rxnAGORA2720"	"3-methyl-2-oxopentanoate"	"Others"
"rxnAGORA2721"	"4-Aminobenzoate"	"Others"
"rxnAGORA2722"	"(4-hydroxyphenyl)acetaldehyde"	"Benzoic acid"
"rxnAGORA2723"	"5-hydroxy-L-tryptophan"	"Aminoacid"
"rxnAGORA2724"	"5-Methylthioadenosine"	"Nucleotide"
"rxnAGORA2725"	"L-cysteate(1-)"	"Aminoacid"
"rxnAGORA2726"	"L-kynurenine"	"Aminoacid"
"rxnAGORA2727"	"acetoacetate"	"Organic acid"
"rxnAGORA2728"	"2-Oxoglutarate"	"Organic acid"
"rxnAGORA2729"	"Allantoin"	"Organic acid"
"rxnAGORA2730"	"D-Arabinose"	"Sugar"
"rxnAGORA2731"	"Arbutin"	"Others"
"rxnAGORA2732"	"(R)-3-hydroxybutyrate"	"Organic acid"
"rxnAGORA2733"	"butyrate"	"Short chain fatty acid"
"rxnAGORA2734"	"butanesulfonate"	"Others"
"rxnAGORA2735"	"Choline"	"Others"
"rxnAGORA2736"	"cytosine"	"Nucleotide"
"rxnAGORA2737"	"2,3-dihydroxicinnamic acid"	"Hydroxycinnamic acid"
"rxnAGORA2738"	"3-(2,3-Dihydroxyphenyl)propanoate"	"Benzoic acid"
"rxnAGORA2739"	"dopaminium(1+)"	"Aminoacid"
"rxnAGORA2740"	"ethanesulfonate"	"Others"
"rxnAGORA2741"	"D-Fructose"	"Sugar"
"rxnAGORA2742"	"Fumarate"	"Organic acid"
"rxnAGORA2743"	"D-Galactonate"	"Organic acid"
"rxnAGORA2744"	"galactitol"	"Polyol"
"rxnAGORA2745"	"D-Glucosamine"	"Amino sugar"
"rxnAGORA2746"	"glycolaldehyde"	"Others"
"rxnAGORA2747"	"D-gluconate"	"Organic acid"
"rxnAGORA2748"	"Glycerol"	"Others"
"rxnAGORA2749"	"Reduced glutathione"	"Aminoacid"
"rxnAGORA2750"	"Guanine"	"Nucleotide"
"rxnAGORA2751"	"Hydrogen sulfide"	"Others"
"rxnAGORA2752"	"Hexadecanoate (n-C16:0)"	"Fatty acid"
"rxnAGORA2753"	"hexanesulfonate"	"Others"
"rxnAGORA2754"	"histamium"	"Amine"
"rxnAGORA2755"	"indole-3-acetate"	"Indole"
"rxnAGORA2756"	"Isethionic acid"	"Organic acid"
"rxnAGORA2757"	"(S)-malate(2-)"	"Organic acid"
"rxnAGORA2758"	"D-Mannose"	"Sugar"
"rxnAGORA2759"	"D-Mannitol"	"Polyol"
"rxnAGORA2761"	"methanesulfonate"	"Others"
"rxnAGORA2762"	"Nitrogen"	"Others"
"rxnAGORA2763"	"Nitrous oxide"	"Others"
"rxnAGORA2764"	"Nitrite"	"Others"
"rxnAGORA2765"	"Nitrate"	"Others"
"rxnAGORA2766"	"phenylacetate"	"Benzoic acid"
"rxnAGORA2767"	"propionate"	"Short chain fatty acid"
"rxnAGORA2768"	"Diphosphate"	"Others"
"rxnAGORA2769"	"Putrescine"	"Polyamine"
"rxnAGORA2770"	"Pyridoxamine"	"Vitamin"
"rxnAGORA2771"	"Pyridoxine"	"Vitamin"
"rxnAGORA2772"	"Salicin"	"Organic acid"
"rxnAGORA2773"	"D-glucitol"	"Polyol"
"rxnAGORA2774"	"serotonin(1+)"	"Aminoacid"
"rxnAGORA2775"	"sulfoacetate"	"Others"
"rxnAGORA2776"	"tryptaminium"	"Polyamine"
"rxnAGORA2777"	"thiosulfate(2-)"	"Others"
"rxnAGORA2778"	"tetradecanoate (n-C14:0)"	"Fatty acid"
"rxnAGORA2779"	"tyraminium"	"Polyamine"
"rxnAGORA2780"	"uracil"	"Nucleotide"
"rxnAGORA3231"	"Trimethylamine N-oxide"	"Amine"
"rxnAGORA3232"	"Xanthine"	"Purine"
"rxnAGORA3333"	"1,5-Diaminopentane"	"Others"
"rxnAGORA3334"	"meso-2,6-Diaminoheptanedioate"	"Others"
"rxnAGORA3335"	"2-Demethylmenaquinone 8"	"Vitamin"
"rxnAGORA3336"	"2-Oxobutanoate"	"Organic acid"
"rxnAGORA3337"	"Adenine"	"Nucleotide"
"rxnAGORA3339"	"Cytidine"	"Nucleoside"
"rxnAGORA3340"	"2-deoxyadenosine"	"Nucleoside"
"rxnAGORA3341"	"Deoxycytidine"	"Nucleoside"
"rxnAGORA3342"	"Deoxyguanosine"	"Nucleoside"
"rxnAGORA3343"	"Glutarate"	"Others"
"rxnAGORA3344"	"Hydrogen"	"Others"
"rxnAGORA3345"	"Inosine"	"Others"
"rxnAGORA3346"	"Menaquinone 8"	"Vitamin"
"rxnAGORA3347"	"Ubiquinone-8"	"Vitamin"
"rxnAGORA3348"	"Uridine"	"Nucleoside"
"rxnAGORA3397"	"4-Hydroxy-benzyl alcohol"	"Others"
"rxnAGORA3398"	"glycolaldehyde"	"Others"
"rxnAGORA3399"	"KDO(2)-lipid IV(A) with laurate"	"Fatty acid"
"rxnAGORA3401"	"crotonobetaine"	"Others"
"rxnAGORA3402"	"laurate"	"Fatty acid"
"rxnAGORA3403"	"gamma-butyrobetaine"	"Others"
"rxnAGORA3404"	"NMN"	"Others"
"rxnAGORA3427"	"Adenosylcobalamin"	"Vitamin"
"rxnAGORA3430"	"Dephospho-CoA"	"Others"
"rxnAGORA3431"	"dTMP"	"Others"
"rxnAGORA3432"	"Urea"	"Others"
"rxnAGORA3468"	"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"	"Fatty acid"
"rxnAGORA3469"	"4-hydroxyphenylacetate"	"Benzoic acid"
"rxnAGORA3470"	"Malonate"	"Organic acid"
"rxnAGORA3471"	"Adenosine"	"Nucleoside"
"rxnAGORA3472"	"D-alanine"	"Aminoacid"
"rxnAGORA3473"	"chorismate"	"Others"
"rxnAGORA3474"	"Cyanate"	"Others"
"rxnAGORA3475"	"etha[c]"	"Others"
"rxnAGORA3476"	"Ferrichrome"	"Others"
"rxnAGORA3477"	"D-Galactarate"	"Organic acid"
"rxnAGORA3478"	"D-glucarate(2-)"	"Organic acid"
"rxnAGORA3479"	"glycolate"	"Others"
"rxnAGORA3480"	"Nicotinamide"	"Vitamin"
"rxnAGORA3481"	"octadecenoate (n-C18:1)"	"Others"
"rxnAGORA3482"	"keto-phenylpyruvate"	"Others"
"rxnAGORA3483"	"D-serine"	"Aminoacid"
"rxnAGORA3540"	"5-Deoxyadenosine"	"Nucleoside"
"rxnAGORA3566"	"S-Adenosyl-4-methylthio-2-oxobutanoate"	"Others"
"rxnAGORA3567"	"cardiolipin (tetratetradecanoyl, n-C14:0)"	"Fatty acid"
"rxnAGORA3568"	"cardiolipin (tetrahexadecanoyl, n-C16:0)"	"Fatty acid"
"rxnAGORA3569"	"cardiolipin (13-methyl-tetradecanoyl, iso-C15)"	"Fatty acid"
"rxnAGORA3570"	"cardiolipin (14-methyl-pentadecanoyl, iso-C16)"	"Fatty acid"
"rxnAGORA3572"	"oxalate(2-)"	"Organic acid"
"rxnAGORA3586"	"Sulfur"	"Mineral"
"rxnAGORA3599"	"7-Dehydrochenodeoxycholate"	"Bile salt"
"rxnAGORA3600"	"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate"	"Bile salt"
"rxnAGORA3601"	"chenodeoxycholate"	"Bile salt"
"rxnAGORA3602"	"Cholate"	"Bile salt"
"rxnAGORA3622"	"4-hydroxybenzoate"	"Benzoic acid"
"rxnAGORA3623"	"Phenylpropanoate"	"Benzoic acid"
"rxnAGORA3686"	"myo-inositol"	"Polyol"
"rxnAGORA3702"	"(S)-propane-1,2-diol"	"Others"
"rxnAGORA3703"	"Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)"	"Others"
"rxnAGORA3704"	"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})"	"Sugar"
"rxnAGORA3705"	"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})"	"Sugar"
"rxnAGORA3706"	"glycogen, structure 5 (glycogenin-2[1,4-Glc])"	"Sugar"
"rxnAGORA3707"	"Oxidized glutathione"	"Aminoacid"
"rxnAGORA3708"	"L-Rhamnose"	"Sugar"
"rxnAGORA3709"	"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"	"Sugar"
"rxnAGORA3710"	"starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})"	"Sugar"
"rxnAGORA3725"	"N,N-diacetylchitobiose"	"Sugar"
"rxnAGORA3738"	"Hydroquinone"	"Others"
"rxnAGORA3740"	"Raffinose"	"Sugar"
"rxnAGORA3747"	"Nitric oxide"	"Others"
"rxnAGORA3757"	"Arabinotriose"	"Sugar"
"rxnAGORA3777"	"Choline sulfate"	"Others"
"rxnAGORA3778"	"L-Carnitine"	"Aminoacid"
"rxnAGORA3779"	"Diacetyl"	"Others"
"rxnAGORA3796"	"2-(Hydroxymethyl)phenol"	"Others"
"rxnAGORA3798"	"cellobiose"	"Sugar"
"rxnAGORA3799"	"Deoxyinosine"	"Others"
"rxnAGORA3800"	"Deoxyuridine"	"Others"
"rxnAGORA3801"	"Indole"	"Indole"
"rxnAGORA3816"	"(R)-Acetoin"	"Others"
"rxnAGORA3817"	"L-Fucose 1-phosphate"	"Sugar"
"rxnAGORA3818"	"D-Glucose 6-phosphate"	"Sugar"
"rxnAGORA3819"	"D-Mannose 6-phosphate"	"Sugar"
"rxnAGORA3827"	"Melibiose"	"Sugar"
"rxnAGORA3842"	"3-Hydroxyphenylacetate"	"Benzoic acid"
"rxnAGORA3843"	"AMP"	"Others"
"rxnAGORA3867"	"glycochenodeoxycholate"	"Bile salt"
"rxnAGORA3868"	"glycocholate"	"Bile salt"
"rxnAGORA3869"	"L-Lyxose"	"Sugar"
"rxnAGORA3870"	"pyruvate"	"Others"
"rxnAGORA3871"	"taurocholate"	"Bile salt"
"rxnAGORA3872"	"taurochenodeoxycholate"	"Bile salt"
"rxnAGORA3909"	"Sodium"	"Mineral"
"rxnAGORA3910"	"(S)-lactaldehyde"	"Others"
"rxnAGORA3920"	"Reduced glutathione"	"Aminoacid"
"rxnAGORA3921"	"Siroheme"	"Protoporphyrin"
"rxnAGORA3938"	"D-Galacturonate"	"Organic acid"
"rxnAGORA3939"	"D-glucuronate"	"Organic acid"
"rxnAGORA3940"	"Guanosine"	"Nucleoside"
"rxnAGORA3959"	"Isobutyrate, 2-Methylpropanoate"	"Short chain fatty acid"
"rxnAGORA3960"	"Isocaproate"	"Fatty acid"
"rxnAGORA3961"	"Isovalerate, 3-Methylbutanoate"	"Short chain fatty acid"
"rxnAGORA3962"	"lanosterol"	"Others"
"rxnAGORA3973"	"Phenol"	"Benzoic alcohol"
"rxnAGORA3984"	"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"	"Sugar"
"rxnAGORA3985"	"Isoprene"	"Others"
"rxnAGORA4016"	"cardiolipin (12-methyl-tetradecanoyl, anteiso-C15)"	"Fatty acid"
"rxnAGORA4017"	"3-Dehydrochenodeoxycholate"	"Bile salt"
"rxnAGORA4018"	"3-Dehydrocholate"	"Bile salt"
"rxnAGORA4026"	"Kestose (2 fru, 1 glc inulin-type fructo-oligosaccharide)"	"Sugar"
"rxnAGORA4027"	"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"	"Sugar"
"rxnAGORA4028"	"Kestotetraose (3 fru, 1 glc inulin-type fructo-oligosaccharide)"	"Sugar"
"rxnAGORA4041"	"5,6-Dimethylbenzimidazole"	"Others"
"rxnAGORA4043"	"12-Dehydrocholate"	"Bile salt"
"rxnAGORA4045"	"L-homoserine"	"Aminoacid"
"rxnAGORA4088"	"Isocitrate"	"Organic acid"
"rxnAGORA4102"	"Pimelate"	"Others"
"rxnAGORA4112"	"cardiolipin (12-methyl-tridecanoyl, iso-C14)"	"Fatty acid"
"rxnAGORA4113"	"R_R__2_3_Butanediol"	"Others"
"rxnAGORA4117"	"teichuronic acid (GlcA + GalNac, 45 repeating unit)"	"Amino sugar"
"rxnAGORA4127"	"methanol"	"Alcohol"
"rxnAGORA4128"	"pectins"	"Sugar"
"rxnAGORA4160"	"Protoheme"	"Protoporphyrin"
"rxnAGORA4161"	"Dimer GalNAc-GlcA"	"Amino sugar"
"rxnAGORA4162"	"Dimer GalNAc-IdoA"	"Amino sugar"
"rxnAGORA4163"	"Dimer GalNAc-IdoA2S"	"Amino sugar"
"rxnAGORA4164"	"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"	"Sugar"
"rxnAGORA4165"	"chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan"	"Sugar"
"rxnAGORA4166"	"Dimer GalNAc4S-GlcA"	"Amino sugar"
"rxnAGORA4167"	"Not degradable product CSABCPASE_A/B, Gal4S-Gal-Xyl-L-Ser-protein"	"Others"
"rxnAGORA4168"	"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan"	"Others"
"rxnAGORA4169"	"Dimer GalNAc4S-IdoA2S"	"Others"
"rxnAGORA4170"	"chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan"	"Others"
"rxnAGORA4171"	"Dimer GalNAc6S-GlcA"	"Others"
"rxnAGORA4172"	"Not degradable product CSABCPASE_C, Gal6S-Gal-Xyl-L-Ser-protein"	"Others"
"rxnAGORA4173"	"hyaluronan"	"Others"
"rxnAGORA4174"	"hyaluronan degradation product 1"	"Others"
"rxnAGORA4175"	"hyaluronan biosynthesis, precursor 1"	"Others"
"rxnAGORA4176"	"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"	"Others"
"rxnAGORA4177"	"L-iduronate"	"Others"
"rxnAGORA4178"	"Pectic galactan (potato), gal: arab-L: rmn: galur = 78: 9: 4: 9 (www.megazyme.com). Assumed to consist of 100 sugars per macromo... <Preview truncated at 128 characters>"	"Sugar"
"rxnAGORA4179"	"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"	"Sugar"
"rxnAGORA4204"	"Amylopectin, 900 repeat units"	"Sugar"
"rxnAGORA4205"	"amylose (n=300 repeat units, alpha-1,4-glc)"	"Sugar"
"rxnAGORA4206"	"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"	"Sugar"
"rxnAGORA4207"	"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"	"Sugar"
"rxnAGORA4208"	"beta-glucans"	"Sugar"
"rxnAGORA4209"	"Dextran 40, 1,6-alpha-D-Glucan"	"Sugar"
"rxnAGORA4210"	"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"	"Sugar"
"rxnAGORA4211"	"Glucosamine 2,6-sulfate"	"Amino sugar"
"rxnAGORA4212"	"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"	"Sugar"
"rxnAGORA4213"	"heparan sulfate proteoglycan"	"Others"
"rxnAGORA4214"	"Product 1 HEPARL1_e, IdoA-GlcN2,6diS-GlcA-GlcN2,3,6triS"	"Others"
"rxnAGORA4215"	"Product AS3TASE_HS2, GlcN2S-IdoA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4216"	"Product GAM2STASE_HS3, GlcN-IdoA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4217"	"Product GLCNACASE_HS2, GlcA-GlcNAc-IdoA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4218"	"Product GLCAASE_HS, GlcNAc-IdoA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4219"	"Product GLCNACASE_HS3, IdoA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4220"	"Product IDOURASE_HS3, Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4221"	"Product 2 HEPARL1_e, IdoA2S-GlcN2,6diS-IdoA2S-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4222"	"Product IDOURASE_HS1, GlcN2,6diS-GlcA-GlcN2,3,6triS"	"Others"
"rxnAGORA4223"	"Product AS6TASE_HS1, GlcN2S-GlcA-GlcN2,3diS"	"Others"
"rxnAGORA4224"	"Product AS3TASE_HS1, GlcN2S-GlcA-GlcN2S"	"Others"
"rxnAGORA4225"	"Product GAM2STASE_HS2, GlcN-GlcA-GlcN"	"Others"
"rxnAGORA4226"	"Product IS2TASE_HS1, IdoA-GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4227"	"Product IDOURASE_HS2, GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4228"	"Product AS6TASE_HS2, GlcN2S-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4229"	"Undegradable product GALASE_HS, Xyl-L-Ser (protein)"	"Others"
"rxnAGORA4230"	"Levan, 1000 fructose units"	"Sugar"
"rxnAGORA4231"	"Levanbiose"	"Sugar"
"rxnAGORA4232"	"Levantriose"	"Sugar"
"rxnAGORA4233"	"Levantetraose"	"Sugar"
"rxnAGORA4234"	"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"	"Sugar"
"rxnAGORA4235"	"Laminaribiose"	"Sugar"
"rxnAGORA4236"	"laminarin (n=30 repeat units, beta -1,3 glc)"	"Sugar"
"rxnAGORA4237"	"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"	"Sugar"
"rxnAGORA4269"	"trans-4-hydroxy-L-proline"	"Aminoacid"
"rxnAGORA4270"	"Isochenodeoxycholate"	"Bile salt"
"rxnAGORA4271"	"Isocholate"	"Bile salt"
"rxnAGORA4276"	"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"	"Sugar"
"rxnAGORA4291"	"2-o-methylfucose (rare sugar in rhamnogalacturonan II)"	"Sugar"
"rxnAGORA4292"	"2-O-methylxylose (rare sugar in rhamnogalacturonan II)"	"Sugar"
"rxnAGORA4293"	"3-deoxy-d-lyxo-heptulosaric acid (rare sugar in rhamnogalacturonan II)"	"Sugar"
"rxnAGORA4294"	"Aceric acid (3-C-carboxy-5-deoxy-l-xylose) (rare sugar in rhamnogalacturonan II)"	"Sugar"
"rxnAGORA4295"	"D-Apiose (rare sugar in rhamnogalacturonan II)"	"Sugar"
"rxnAGORA4296"	"3-Deoxy-D-manno-2-octulosonate"	"Sugar"
"rxnAGORA4297"	"Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904"	"Sugar"
